term,type,iri,label,definition,dpvtype,subclassof,hasbroader,scopenote,created,modified,vocab,namespace
City,class,https://w3id.org/dpv/v2.0#City,City,A region consisting of urban population and commerce,,https://w3id.org/dpv/v2.0#Region,https://w3id.org/dpv/v2.0#Region,,2022-10-22,,dpv,https://w3id.org/dpv/v2.0
CloudLocation,class,https://w3id.org/dpv/v2.0#CloudLocation,Cloud Location,Location that is in the 'cloud' i.e. a logical location operated over the internet,https://w3id.org/dpv/v2.0#Location,,https://w3id.org/dpv/v2.0#RemoteLocation,,2022-06-15,2020-10-05,dpv,https://w3id.org/dpv/v2.0
Country,class,https://w3id.org/dpv/v2.0#Country,Country,A political entity indicative of a sovereign or non-sovereign territorial state comprising of distinct geographical areas,,https://w3id.org/dpv/v2.0#Location,https://w3id.org/dpv/v2.0#Location,"The definition of country is not intended for political interpretation. DPVCG welcomes alternate definitions based in existing sources with global scope, such as UN or ISO.;The definition of country is not intended for political interpretation. DPVCG welcomes alternate definitions based in existing sources with global scope, such as UN or ISO.",2022-01-19,,dpv,https://w3id.org/dpv/v2.0
DecentralisedLocations,class,https://w3id.org/dpv/v2.0#DecentralisedLocations,Decentralised Locations,Location that is spread across multiple separate areas with no distinction between their importance,https://w3id.org/dpv/v2.0#LocationFixture,,https://w3id.org/dpv/v2.0#LocationFixture,,2022-06-15,2020-10-05,dpv,https://w3id.org/dpv/v2.0
EconomicUnion,class,https://w3id.org/dpv/v2.0#EconomicUnion,Economic Union,A political union of two or more countries based on economic or trade agreements,,https://w3id.org/dpv/v2.0#Location,https://w3id.org/dpv/v2.0#Location,,2022-01-19,,dpv,https://w3id.org/dpv/v2.0
FederatedLocations,class,https://w3id.org/dpv/v2.0#FederatedLocations,Federated Locations,Location that is federated across multiple separate areas with designation of a primary or central location,https://w3id.org/dpv/v2.0#LocationFixture,,https://w3id.org/dpv/v2.0#LocationFixture,,2022-06-15,2020-10-05,dpv,https://w3id.org/dpv/v2.0
FixedLocation,class,https://w3id.org/dpv/v2.0#FixedLocation,Fixed Location,Location that is fixed i.e. known to occur at a specific place,https://w3id.org/dpv/v2.0#LocationFixture,,https://w3id.org/dpv/v2.0#LocationFixture,,2022-06-15,2020-10-05,dpv,https://w3id.org/dpv/v2.0
FixedMultipleLocations,class,https://w3id.org/dpv/v2.0#FixedMultipleLocations,Fixed Multiple Locations,Location that is fixed with multiple places e.g. multiple cities,https://w3id.org/dpv/v2.0#LocationFixture,,https://w3id.org/dpv/v2.0#FixedLocation,,2022-06-15,2020-10-05,dpv,https://w3id.org/dpv/v2.0
FixedSingularLocation,class,https://w3id.org/dpv/v2.0#FixedSingularLocation,Fixed Singular Location,Location that is fixed at a specific place e.g. a city,https://w3id.org/dpv/v2.0#LocationFixture,,https://w3id.org/dpv/v2.0#FixedLocation,,2022-06-15,2020-10-05,dpv,https://w3id.org/dpv/v2.0
Law,class,https://w3id.org/dpv/v2.0#Law,Law,A law is a set of rules created by government or authorities,,,,,2022-01-19,,dpv,https://w3id.org/dpv/v2.0
LocalLocation,class,https://w3id.org/dpv/v2.0#LocalLocation,Local Location,Location is local,https://w3id.org/dpv/v2.0#Location,,https://w3id.org/dpv/v2.0#LocationLocality,,2022-06-15,2020-10-05,dpv,https://w3id.org/dpv/v2.0
Location,class,https://w3id.org/dpv/v2.0#Location,Location,"A location is a position, site, or area where something is located",,,,"Location may be geographic, physical, or virtual.;Location may be geographic, physical, or virtual.",2022-01-19,,dpv,https://w3id.org/dpv/v2.0
LocationFixture,class,https://w3id.org/dpv/v2.0#LocationFixture,Location Fixture,The fixture of location refers to whether the location is fixed,,,,,2022-06-15,,dpv,https://w3id.org/dpv/v2.0
LocationLocality,class,https://w3id.org/dpv/v2.0#LocationLocality,Location Locality,"Locality refers to whether the specified location is local within some context, e.g. for the user",https://w3id.org/dpv/v2.0#Location,,https://w3id.org/dpv/v2.0#Location,,2022-06-15,2022-10-04,dpv,https://w3id.org/dpv/v2.0
PrivateLocation,class,https://w3id.org/dpv/v2.0#PrivateLocation,Private Location,Location that is not or cannot be accessed by the public and is controlled as a private space,https://w3id.org/dpv/v2.0#Location,,https://w3id.org/dpv/v2.0#LocalLocation,,2022-10-22,,dpv,https://w3id.org/dpv/v2.0
PublicLocation,class,https://w3id.org/dpv/v2.0#PublicLocation,Public Location,Location that is or can be accessed by the public,https://w3id.org/dpv/v2.0#Location,,https://w3id.org/dpv/v2.0#LocalLocation,,2022-10-22,,dpv,https://w3id.org/dpv/v2.0
RandomLocation,class,https://w3id.org/dpv/v2.0#RandomLocation,Random Location,Location that is random or unknown,https://w3id.org/dpv/v2.0#LocationFixture,,https://w3id.org/dpv/v2.0#LocationFixture,,2022-06-15,2020-10-05,dpv,https://w3id.org/dpv/v2.0
Region,class,https://w3id.org/dpv/v2.0#Region,Region,A region is an area or site that is considered a location,,https://w3id.org/dpv/v2.0#Country,https://w3id.org/dpv/v2.0#Country,,2022-01-19,,dpv,https://w3id.org/dpv/v2.0
RemoteLocation,class,https://w3id.org/dpv/v2.0#RemoteLocation,Remote Location,Location is remote i.e. not local,https://w3id.org/dpv/v2.0#Location,,https://w3id.org/dpv/v2.0#LocationLocality,,2022-06-15,2020-10-05,dpv,https://w3id.org/dpv/v2.0
SupraNationalUnion,class,https://w3id.org/dpv/v2.0#SupraNationalUnion,Supranational Union,A political union of two or more countries with an establishment of common authority,,https://w3id.org/dpv/v2.0#Location,https://w3id.org/dpv/v2.0#Location,,2022-01-19,,dpv,https://w3id.org/dpv/v2.0
ThirdCountry,class,https://w3id.org/dpv/v2.0#ThirdCountry,Third Country,Represents a country outside applicable or compatible jurisdiction as outlined in law,,https://w3id.org/dpv/v2.0#Country,https://w3id.org/dpv/v2.0#Country,,2022-02-09,,dpv,https://w3id.org/dpv/v2.0
VariableLocation,class,https://w3id.org/dpv/v2.0#VariableLocation,Variable Location,Location that is known but is variable e.g. somewhere within a given area,https://w3id.org/dpv/v2.0#LocationFixture,,https://w3id.org/dpv/v2.0#LocationFixture,,2022-06-15,2020-10-05,dpv,https://w3id.org/dpv/v2.0
WithinDevice,class,https://w3id.org/dpv/v2.0#WithinDevice,Within Device,"Location is local and entirely within a device, such as a smartphone",https://w3id.org/dpv/v2.0#Location,,https://w3id.org/dpv/v2.0#LocalLocation,,2022-06-15,2020-10-05,dpv,https://w3id.org/dpv/v2.0
WithinPhysicalEnvironment,class,https://w3id.org/dpv/v2.0#WithinPhysicalEnvironment,Within Physical Environment,"Location is local and entirely within a physical environment, such as a room",https://w3id.org/dpv/v2.0#Location,,https://w3id.org/dpv/v2.0#LocalLocation,,2020-10-06,,dpv,https://w3id.org/dpv/v2.0
WithinVirtualEnvironment,class,https://w3id.org/dpv/v2.0#WithinVirtualEnvironment,Within Virtual Environment,"Location is local and entirely within a virtual environment, such as a shared network directory",https://w3id.org/dpv/v2.0#Location,,https://w3id.org/dpv/v2.0#LocalLocation,,2020-10-06,,dpv,https://w3id.org/dpv/v2.0
hasApplicableLaw,property,https://w3id.org/dpv/v2.0#hasApplicableLaw,has applicable law,Indicates applicability of a Law,,,,,2022-01-19,,dpv,https://w3id.org/dpv/v2.0
hasCountry,property,https://w3id.org/dpv/v2.0#hasCountry,has country,Indicates applicability of specified country,,,https://w3id.org/dpv/v2.0#hasLocation,,2022-01-19,,dpv,https://w3id.org/dpv/v2.0
hasJurisdiction,property,https://w3id.org/dpv/v2.0#hasJurisdiction,has jurisdiction,Indicates applicability of specified jurisdiction,,,,,2022-01-19,,dpv,https://w3id.org/dpv/v2.0
hasLocation,property,https://w3id.org/dpv/v2.0#hasLocation,has location,Indicates information about location,,,,,2019-04-05,,dpv,https://w3id.org/dpv/v2.0
