term,type,iri,label,definition,dpvtype,subclassof,hasbroader,scopenote,created,modified,vocab,namespace
Actor,class,https://w3id.org/dpv/v2.0/tech#Actor,Actor,"Actors and Entities involved in provision, use, and management of Technology",,https://w3id.org/dpv/v2.0#Entity,https://w3id.org/dpv/v2.0#Entity,,2022-06-15,,tech,https://w3id.org/dpv/v2.0/tech
Algorithmic,class,https://w3id.org/dpv/v2.0/tech#Algorithmic,Algorithmic,Technology provided as an algorithm or method,https://w3id.org/dpv/v2.0/tech#TechnologyProvisionMethod,,https://w3id.org/dpv/v2.0/tech#TechnologyProvisionMethod,,2022-06-15,,tech,https://w3id.org/dpv/v2.0/tech
Auditor,class,https://w3id.org/dpv/v2.0/tech#Auditor,Auditor,"Actor that audits Technology for conformance to policies, standards, or legal requirements",https://w3id.org/dpv/v2.0/tech#Actor,,https://w3id.org/dpv/v2.0/tech#Partner,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Bluetooth,class,https://w3id.org/dpv/v2.0/tech#Bluetooth,Bluetooth,Technology utilising bluetooth,https://w3id.org/dpv/v2.0/tech#CommunicationMechanism,,https://w3id.org/dpv/v2.0/tech#Networking,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
CaaS,class,https://w3id.org/dpv/v2.0/tech#CaaS,Compute as a Service,Technology provided as a cloud service consisting of managed compute resources,https://w3id.org/dpv/v2.0/tech#TechnologyProvisionMethod,,https://w3id.org/dpv/v2.0/tech#CloudService,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Capability,class,https://w3id.org/dpv/v2.0/tech#Capability,Capability,Expression of what the technology is capable of achieving or providing,,,,"Examples of capabilities are image recognition, sentiment analysis, machine translation;Examples of capabilities are image recognition, sentiment analysis, machine translation",2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
CellularNetwork,class,https://w3id.org/dpv/v2.0/tech#CellularNetwork,Cellular Network,Technology utilising cellular networking,https://w3id.org/dpv/v2.0/tech#CommunicationMechanism,,https://w3id.org/dpv/v2.0/tech#Networking,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
CommunicationMechanism,class,https://w3id.org/dpv/v2.0/tech#CommunicationMechanism,Communication Mechanism,Communication mechanism used or provided by Technology,,https://w3id.org/dpv/v2.0#Technology,https://w3id.org/dpv/v2.0#Technology,,2022-06-15,,tech,https://w3id.org/dpv/v2.0/tech
Component,class,https://w3id.org/dpv/v2.0/tech#Component,Component,Technology provided as a component,https://w3id.org/dpv/v2.0/tech#TechnologyProvisionMethod,,https://w3id.org/dpv/v2.0/tech#TechnologyProvisionMethod,,2022-06-15,,tech,https://w3id.org/dpv/v2.0/tech
Cookie,class,https://w3id.org/dpv/v2.0/tech#Cookie,Cookie,A HTTP or web or internet cookie,https://w3id.org/dpv/v2.0#Technology,,https://w3id.org/dpv/v2.0/tech#LocalStorage,,2022-06-15,,tech,https://w3id.org/dpv/v2.0/tech
