term,type,iri,label,definition,dpvtype,subclassof,hasbroader,scopenote,created,modified,vocab,namespace
AISystem,class,https://w3id.org/dpv/legal/eu/aiact#AISystem,AI System,"A machine-based system designed to operate with varying levels of autonomy and that may exhibit adaptiveness after deployment and that, for explicit or implicit objectives, infers, from the input it receives, how to generate outputs such as predictions, content, recommendations, or decisions that can influence physical or virtual environments",,https://w3id.org/dpv/ai#System,https://w3id.org/dpv/ai#System,Note All references to the AI Act referred to the provisional agreement published in Feb 2024;Note All references to the AI Act referred to the provisional agreement published in Feb 2024,2024-04-10,,eu-aiact,https://w3id.org/dpv/legal/eu/aiact
AvailableOnEUMarket,class,https://w3id.org/dpv/legal/eu/aiact#AvailableOnEUMarket,Available on EU Market,"Status associated with supply of an AI system or a general purpose AI model for distribution or use on the Union market in the course of a commercial activity, whether in return for payment or free of charge",https://w3id.org/dpv/legal/eu/aiact#MarketAvailabilityStatus,,https://w3id.org/dpv/legal/eu/aiact#AvailableOnMarket,,2024-05-17,,eu-aiact,https://w3id.org/dpv/legal/eu/aiact
AvailableOnMarket,class,https://w3id.org/dpv/legal/eu/aiact#AvailableOnMarket,Available on Market,"Status associated with supply of an AI system or a general purpose AI model for distribution or use on the market in the course of a commercial activity, whether in return for payment or free of charge",https://w3id.org/dpv/legal/eu/aiact#MarketAvailabilityStatus,,https://w3id.org/dpv/legal/eu/aiact#MarketAvailabilityStatus,,2024-05-17,,eu-aiact,https://w3id.org/dpv/legal/eu/aiact
AvailableOnNonEUMarket,class,https://w3id.org/dpv/legal/eu/aiact#AvailableOnNonEUMarket,Available on Non-EU Market,"Status associated with supply of an AI system or a general purpose AI model for distribution or use on any market except the Union market in the course of a commercial activity, whether in return for payment or free of charge",https://w3id.org/dpv/legal/eu/aiact#MarketAvailabilityStatus,,https://w3id.org/dpv/legal/eu/aiact#AvailableOnMarket,,2024-05-17,,eu-aiact,https://w3id.org/dpv/legal/eu/aiact
BiometricCategorisationSystem,class,https://w3id.org/dpv/legal/eu/aiact#BiometricCategorisationSystem,Biometric Categorisation System,An AI system for the purpose of assigning natural persons to specific categories on the basis of their biometric data unless ancillary to another commercial service and strictly necessary for objective technical reasons,https://w3id.org/dpv/legal/eu/aiact#AISystem,,https://w3id.org/dpv/legal/eu/aiact#AISystem,,2024-04-10,,eu-aiact,https://w3id.org/dpv/legal/eu/aiact
EmotionRecognitionSystem,class,https://w3id.org/dpv/legal/eu/aiact#EmotionRecognitionSystem,Emotion Recognition System,An AI system for the purpose of identifying or inferring emotions or intentions of natural persons on the basis of their biometric data.,https://w3id.org/dpv/legal/eu/aiact#AISystem,,https://w3id.org/dpv/legal/eu/aiact#AISystem,,2024-04-10,,eu-aiact,https://w3id.org/dpv/legal/eu/aiact
GPAIModel,class,https://w3id.org/dpv/legal/eu/aiact#GPAIModel,General Purpose AI Model,"An AI model, including when trained with a large amount of data using self-supervision at scale, that displays significant generality and is capable to competently perform a wide range of distinct tasks regardless of the way the model is placed on the market and that can be integrated into a variety of downstream systems or applications. This does not cover AI models that are used before release on the market for research, development and prototyping activities",,https://w3id.org/dpv/ai#Model,https://w3id.org/dpv/ai#Model,,2024-04-10,,eu-aiact,https://w3id.org/dpv/legal/eu/aiact
GPAISystem,class,https://w3id.org/dpv/legal/eu/aiact#GPAISystem,General Purpose AI System,"An AI system which is based on a general-purpose AI model, that has the capability to serve a variety of purposes, both for direct use as well as for integration in other AI systems",,https://w3id.org/dpv/legal/eu/aiact#AISystem,https://w3id.org/dpv/legal/eu/aiact#AISystem,,2024-04-10,,eu-aiact,https://w3id.org/dpv/legal/eu/aiact
MarketAvailabilityStatus,class,https://w3id.org/dpv/legal/eu/aiact#MarketAvailabilityStatus,Market Availability Status,Status associated with whether the AI system or GPAI Model is available for distribution or use on the market in the course of a commercial activity,,https://w3id.org/dpv/tech#MarketAvailabilityStatus,https://w3id.org/dpv/tech#MarketAvailabilityStatus,,2024-05-17,,eu-aiact,https://w3id.org/dpv/legal/eu/aiact
MarketPlacementStatus,class,https://w3id.org/dpv/legal/eu/aiact#MarketPlacementStatus,Market Placement Status,Status associated with whether the AI system or GPAI Model has been 'first' made available on the market,,https://w3id.org/dpv/tech#MarketAvailabilityStatus,https://w3id.org/dpv/tech#MarketAvailabilityStatus,,2024-05-17,,eu-aiact,https://w3id.org/dpv/legal/eu/aiact
NotAvailableOnMarket,class,https://w3id.org/dpv/legal/eu/aiact#NotAvailableOnMarket,Not Available on Market,not available on a market anywhere in EU or otherwise,https://w3id.org/dpv/legal/eu/aiact#MarketAvailabilityStatus,,https://w3id.org/dpv/legal/eu/aiact#MarketAvailabilityStatus,,2024-05-17,,eu-aiact,https://w3id.org/dpv/legal/eu/aiact
NotPutIntoService,class,https://w3id.org/dpv/legal/eu/aiact#NotPutIntoService,Not Put in to Service,Status associated with an AI system that has not been put into service,https://w3id.org/dpv/legal/eu/aiact#ServiceSupplyStatus,,https://w3id.org/dpv/legal/eu/aiact#ServiceSupplyStatus,,2024-05-17,,eu-aiact,https://w3id.org/dpv/legal/eu/aiact
PlacedOnEUMarket,class,https://w3id.org/dpv/legal/eu/aiact#PlacedOnEUMarket,Placed on EU Market,Status indicating the first making available of an AI system or a general purpose AI model on the Union market,https://w3id.org/dpv/legal/eu/aiact#MarketPlacementStatus,,https://w3id.org/dpv/legal/eu/aiact#PlacedOnMarket,,2024-05-17,,eu-aiact,https://w3id.org/dpv/legal/eu/aiact
PlacedOnMarket,class,https://w3id.org/dpv/legal/eu/aiact#PlacedOnMarket,Placed on Market,Status indicating the first making available of an AI system or a general purpose AI model on the market,https://w3id.org/dpv/legal/eu/aiact#MarketPlacementStatus,,https://w3id.org/dpv/legal/eu/aiact#MarketPlacementStatus,,2024-05-17,,eu-aiact,https://w3id.org/dpv/legal/eu/aiact
PostRemoteBiometriIdentificationSystem,class,https://w3id.org/dpv/legal/eu/aiact#PostRemoteBiometriIdentificationSystem,Post Remote Biometric Identification System,A remote biometric identification system other than a ‘real-time’ remote biometric identification system,https://w3id.org/dpv/legal/eu/aiact#AISystem,,https://w3id.org/dpv/legal/eu/aiact#RemoteBiometricIdentificationSystem,,2024-04-10,,eu-aiact,https://w3id.org/dpv/legal/eu/aiact
PutIntoService,class,https://w3id.org/dpv/legal/eu/aiact#PutIntoService,Put in to Service,Status associated with the supply of an AI system for first use directly to the deployer or for own use for its intended purpose,https://w3id.org/dpv/legal/eu/aiact#ServiceSupplyStatus,,https://w3id.org/dpv/legal/eu/aiact#ServiceSupplyStatus,,2024-05-17,,eu-aiact,https://w3id.org/dpv/legal/eu/aiact
PutIntoServiceInEU,class,https://w3id.org/dpv/legal/eu/aiact#PutIntoServiceInEU,Put in to Service In EU,Status associated with the supply of an AI system for first use directly to the deployer or for own use in the Union for its intended purpose,https://w3id.org/dpv/legal/eu/aiact#ServiceSupplyStatus,,https://w3id.org/dpv/legal/eu/aiact#PutIntoService,,2024-05-17,,eu-aiact,https://w3id.org/dpv/legal/eu/aiact
RealtimeRemoteBiometriIdentificationSystem,class,https://w3id.org/dpv/legal/eu/aiact#RealtimeRemoteBiometriIdentificationSystem,Real-time Remote Biometric Identification System,"A remote biometric identification system whereby the capturing of biometric data, the comparison and the identification all occur without a significant delay. This comprises not only instant identification, but also limited short delays in order to avoid circumvention.",https://w3id.org/dpv/legal/eu/aiact#AISystem,,https://w3id.org/dpv/legal/eu/aiact#RemoteBiometricIdentificationSystem,,2024-04-10,,eu-aiact,https://w3id.org/dpv/legal/eu/aiact
RecalledFromService,class,https://w3id.org/dpv/legal/eu/aiact#RecalledFromService,Recalled from Service,An AI System that is returned to the provider or taken out of service or use,https://w3id.org/dpv/legal/eu/aiact#ServiceSupplyStatus,,https://w3id.org/dpv/legal/eu/aiact#ServiceSupplyStatus,,2024-05-17,,eu-aiact,https://w3id.org/dpv/legal/eu/aiact
RemoteBiometricIdentificationSystem,class,https://w3id.org/dpv/legal/eu/aiact#RemoteBiometricIdentificationSystem,Remote Biometric Identification System,"An AI system for the purpose of identifying natural persons, without their active involvement, typically at a distance through the comparison of a person’s biometric data with the biometric data contained in a reference database.",https://w3id.org/dpv/legal/eu/aiact#AISystem,,https://w3id.org/dpv/legal/eu/aiact#AISystem,,2024-04-10,,eu-aiact,https://w3id.org/dpv/legal/eu/aiact
SafetyComponent,class,https://w3id.org/dpv/legal/eu/aiact#SafetyComponent,Safety Component,"A component of a product or of a system which fulfils a safety function for that product or system, or the failure or malfunctioning of which endangers the health and safety of persons or property",,https://w3id.org/dpv/tech#Component,https://w3id.org/dpv/tech#Component,,2024-04-10,,eu-aiact,https://w3id.org/dpv/legal/eu/aiact
ServiceSupplyStatus,class,https://w3id.org/dpv/legal/eu/aiact#ServiceSupplyStatus,Service Supply Status,Status associated with whether the AI system has been supplied for use or put in to service or been recalled or withdrawn,,https://w3id.org/dpv/tech#ProvisionStatus,https://w3id.org/dpv/tech#ProvisionStatus,,2024-05-17,,eu-aiact,https://w3id.org/dpv/legal/eu/aiact
WithdrawnFromService,class,https://w3id.org/dpv/legal/eu/aiact#WithdrawnFromService,Withdrawn from Service,An AI System that is prevented to be made available in the supply chain,https://w3id.org/dpv/legal/eu/aiact#ServiceSupplyStatus,,https://w3id.org/dpv/legal/eu/aiact#ServiceSupplyStatus,,2024-05-17,,eu-aiact,https://w3id.org/dpv/legal/eu/aiact
