"term","type","iri","label","definition","dpvtype","subclassof","hasbroader","scopenote","created","modified","vocab","namespace"
"ContinuousValidationStage","class","https://w3id.org/dpv/ai#ContinuousValidationStage","Continuous Validation Stage","The stage in the lifecycle where there is continuous learning within the AI system by incremental training on an ongoing basis while the system is running in production","https://w3id.org/dpv/ai#LifecycleStage","","https://w3id.org/dpv/ai#LifecycleStage","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"DecomissionStage","class","https://w3id.org/dpv/ai#DecomissionStage","Decommission Stage","The stage in the lifecycle where the AI system is being decommissioned as part of retirement","https://w3id.org/dpv/ai#LifecycleStage","","https://w3id.org/dpv/ai#RetirementStage","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"DeploymentStage","class","https://w3id.org/dpv/ai#DeploymentStage","Deployment Stage","The stage in the lifecycle where the AI system is installed, released or configured for deployment and operation in a target environment","https://w3id.org/dpv/ai#LifecycleStage","","https://w3id.org/dpv/ai#LifecycleStage","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"DesignStage","class","https://w3id.org/dpv/ai#DesignStage","Design Stage","The stage in the lifecycle where designs are created for the AI system","https://w3id.org/dpv/ai#LifecycleStage","","https://w3id.org/dpv/ai#LifecycleStage","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"DevelopmentStage","class","https://w3id.org/dpv/ai#DevelopmentStage","Development Stage","The stage in the lifecycle where the development and creation of the system occurs, signalling upon completion that it is ready for verification and validation","https://w3id.org/dpv/ai#LifecycleStage","","https://w3id.org/dpv/ai#LifecycleStage","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"DiscardStage","class","https://w3id.org/dpv/ai#DiscardStage","Discard Stage","The stage in the lifecycle where the AI system is being discarded as part of retirement","https://w3id.org/dpv/ai#LifecycleStage","","https://w3id.org/dpv/ai#RetirementStage","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"InceptionStage","class","https://w3id.org/dpv/ai#InceptionStage","Inception Stage","The stage in the lifecycle where inception regarding AI occurs and one or more stakeholders decide to turn an idea into a tangible system","https://w3id.org/dpv/ai#LifecycleStage","","https://w3id.org/dpv/ai#LifecycleStage","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"IncidentMonitoringStage","class","https://w3id.org/dpv/ai#IncidentMonitoringStage","Incident Monitoring Stage","The stage in the lifecycle where an AI system is actively being monitored for incidents","https://w3id.org/dpv/ai#LifecycleStage","","https://w3id.org/dpv/ai#OperationStage","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"LifecycleStage","class","https://w3id.org/dpv/ai#LifecycleStage","Lifecycle Stage","A stage in the lifecycle of AI","","https://w3id.org/dpv/tech#LifecycleStage","https://w3id.org/dpv/tech#LifecycleStage","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"OperationStage","class","https://w3id.org/dpv/ai#OperationStage","Operation Stage","The stage in the lifecycle where an AI system is running and generally available for operations","https://w3id.org/dpv/ai#LifecycleStage","","https://w3id.org/dpv/ai#LifecycleStage","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"ReevaluationStage","class","https://w3id.org/dpv/ai#ReevaluationStage","Reevaluation Stage","The stage in the lifecycle where the AI system is reevaluated after the operation and monitoring stage based on the operations of the AI system","https://w3id.org/dpv/ai#LifecycleStage","","https://w3id.org/dpv/ai#LifecycleStage","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"RepairStage","class","https://w3id.org/dpv/ai#RepairStage","Repair Stage","The stage in the lifecycle where an AI system is being repaired due to suspected or occurred incidents","https://w3id.org/dpv/ai#LifecycleStage","","https://w3id.org/dpv/ai#OperationStage","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"ReplaceStage","class","https://w3id.org/dpv/ai#ReplaceStage","Replace Stage","The stage in the lifecycle where the AI system is being replaced as part of retirement","https://w3id.org/dpv/ai#LifecycleStage","","https://w3id.org/dpv/ai#RetirementStage","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"RetirementStage","class","https://w3id.org/dpv/ai#RetirementStage","Retirement Stage","The stage in the lifecycle where the AI system is retired and becomes obsolete","https://w3id.org/dpv/ai#LifecycleStage","","https://w3id.org/dpv/ai#LifecycleStage","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"UpdateStage","class","https://w3id.org/dpv/ai#UpdateStage","Update Stage","The stage in the lifecycle where an AI system is being or has been updated","https://w3id.org/dpv/ai#LifecycleStage","","https://w3id.org/dpv/ai#OperationStage","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"ValidationStage","class","https://w3id.org/dpv/ai#ValidationStage","Validation Stage","The stage in the lifecycle where the AI system is validated for requirements and objectives for an intended use or application","https://w3id.org/dpv/ai#LifecycleStage","","https://w3id.org/dpv/ai#LifecycleStage","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"VerificationStage","class","https://w3id.org/dpv/ai#VerificationStage","Verification Stage","The stage in the lifecycle where the AI system is being verified to satisfy requirements and meet objectives","https://w3id.org/dpv/ai#LifecycleStage","","https://w3id.org/dpv/ai#LifecycleStage","","2024-12-01","","ai","https://w3id.org/dpv/ai"
