"term","type","iri","label","definition","dpvtype","subclassof","hasbroader","scopenote","created","modified","vocab","namespace"
"AGI","class","https://w3id.org/dpv/ai#AGI","Artificial General Intelligence (AGI)","Type of AI system that addresses a broad range of tasks with a satisfactory level of performance","","https://w3id.org/dpv/ai#AISystem","https://w3id.org/dpv/ai#AISystem","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"CognitiveComputing","class","https://w3id.org/dpv/ai#CognitiveComputing","Cognitive Computing","Category of AI systems that enables people and machines to interact more naturally","","https://w3id.org/dpv/ai#AISystem","https://w3id.org/dpv/ai#AISystem","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"ExpertSystem","class","https://w3id.org/dpv/ai#ExpertSystem","Expert System","AI system that accumulates, combines and encapsulates knowledge provided by a human expert or experts in a specific domain to infer solutions to problems","","https://w3id.org/dpv/ai#AISystem","https://w3id.org/dpv/ai#AISystem","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"GPAIModel","class","https://w3id.org/dpv/ai#GPAIModel","General Purpose AI Model","A model that displays generality in terms of capabilities and potential applications","","https://w3id.org/dpv/ai#Model","https://w3id.org/dpv/ai#Model","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"IndustrialRobot","class","https://w3id.org/dpv/ai#IndustrialRobot","Industrial Robot","A robot or robotic system for use in industrial automation applications","","https://w3id.org/dpv/ai#Robot","https://w3id.org/dpv/ai#Robot","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"IntelligentControlSystem","class","https://w3id.org/dpv/ai#IntelligentControlSystem","Intelligent Control System","Category of AI systems which implement intelligent control principles for real-world applications by using AI capabilities and techniques","","https://w3id.org/dpv/ai#AISystem","https://w3id.org/dpv/ai#AISystem","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"MachineLearningModel","class","https://w3id.org/dpv/ai#MachineLearningModel","Machine Learning Model","Mathematical construct that generates an inference or prediction  based on input data or information","","https://w3id.org/dpv/ai#Model","https://w3id.org/dpv/ai#Model","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"MachineLearningPlatform","class","https://w3id.org/dpv/ai#MachineLearningPlatform","Machine Learning Platform","Technology platform for developing, deploying, and managing machine learning models and resources","https://w3id.org/dpv#Technology","","https://w3id.org/dpv/tech#Platform","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"NarrowAI","class","https://w3id.org/dpv/ai#NarrowAI","Narrow AI","Type of AI system that is focused on defined tasks to address a specific problem i.e. it addresses a narrow scope of tasks and problems","","https://w3id.org/dpv/ai#AISystem","https://w3id.org/dpv/ai#AISystem","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"Robot","class","https://w3id.org/dpv/ai#Robot","Robot","An automation system with actuators that performs intended tasks in the physical world, by means of sensing its environment and a software control system","","https://w3id.org/dpv/ai#AISystem","https://w3id.org/dpv/ai#AISystem","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"ServiceRobot","class","https://w3id.org/dpv/ai#ServiceRobot","Service Robot","A robot or robotic system in personal use or professional use that performs useful tasks for humans or equipment","","https://w3id.org/dpv/ai#Robot","https://w3id.org/dpv/ai#Robot","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"SocialRobot","class","https://w3id.org/dpv/ai#SocialRobot","Social Robot","A robot or robotic system with social interaction functions","","https://w3id.org/dpv/ai#Robot","https://w3id.org/dpv/ai#Robot","","2024-12-01","","ai","https://w3id.org/dpv/ai"
"TrainedModel","class","https://w3id.org/dpv/ai#TrainedModel","Trained Model","Model resulted from model training","","https://w3id.org/dpv/ai#Model","https://w3id.org/dpv/ai#Model","","2024-12-01","","ai","https://w3id.org/dpv/ai"
