term,type,iri,label,definition,dpvtype,subclassof,hasbroader,scopenote,created,modified,vocab,namespace
AviationInfrastructureManagement,class,https://w3id.org/dpv/sector/infra#AviationInfrastructureManagement,Aviation Infrastructure Management,Purposes associated with management of aviation transport infrastructure,https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#TransportManagement,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
CriticalCommunicationManagement,class,https://w3id.org/dpv/sector/infra#CriticalCommunicationManagement,Critical Communication Management,Purposes associated with management of critical communications infrastructure and services,https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#CriticalInfrastructureManagement,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
CriticalDigitalInfrastructureManagement,class,https://w3id.org/dpv/sector/infra#CriticalDigitalInfrastructureManagement,Critical Digital Infrastructure Management,Purposes associated with management of digital infrastructure considered as part of critical infrastructure,https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#CriticalInfrastructureManagement,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
CriticalElectricityManagement,class,https://w3id.org/dpv/sector/infra#CriticalElectricityManagement,Critical Electricity Management,Purposes associated with management of critical electric energy infrastructure and services,https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#CriticalEnergyManagement,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
CriticalEmergencyResponseCommunicationManagement,class,https://w3id.org/dpv/sector/infra#CriticalEmergencyResponseCommunicationManagement,Critical Emergency Response Communication Management,Purposes associated with communications involved to request and use emergency response services such as fire fighters and paramedics considered as part of critical infrastructure,https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#CriticalEmergencyResponseManagement,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
CriticalEmergencyResponseDispatchManagement,class,https://w3id.org/dpv/sector/infra#CriticalEmergencyResponseDispatchManagement,Critical Emergency Response Dispatch Management,Purposes associated with identifying routes and other dispatch related activities for emergency response services such as fire fighters and paramedics considered as part of critical infrastructure,https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#CriticalEmergencyResponseManagement,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
CriticalEmergencyResponseEligibilityAssessment,class,https://w3id.org/dpv/sector/infra#CriticalEmergencyResponseEligibilityAssessment,Critical Emergency Response Eligibility Assessment,Purposes associated with assessment of eligibility to dispatch and use emergency response services such as fire fighters and paramedics considered as part of critical infrastructure,https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#CriticalEmergencyResponseManagement,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
CriticalEmergencyResponseManagement,class,https://w3id.org/dpv/sector/infra#CriticalEmergencyResponseManagement,Critical Emergency Response Management,Purposes associated with management of emergency response services such as fire fighters and paramedics considered as part of critical infrastructure,https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#CriticalInfrastructureManagement,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
CriticalEmergencyResponseTriage,class,https://w3id.org/dpv/sector/infra#CriticalEmergencyResponseTriage,Critical Emergency Response Triage,Purposes associated with prioritisation and other triage procedures to dispatch and use emergency response services such as fire fighters and paramedics considered as part of critical infrastructure,https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#CriticalEmergencyResponseManagement,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
CriticalEnergyManagement,class,https://w3id.org/dpv/sector/infra#CriticalEnergyManagement,Critical Energy Management,Purposes associated with management of critical energy infrastructure and services,https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#CriticalInfrastructureManagement,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
CriticalGasManagement,class,https://w3id.org/dpv/sector/infra#CriticalGasManagement,Critical Gas Management,Purposes associated with management of critical gas energy infrastructure and services,https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#CriticalEnergyManagement,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
CriticalHeatingManagement,class,https://w3id.org/dpv/sector/infra#CriticalHeatingManagement,Critical Heating Management,Purposes associated with management of critical heating infrastructure and services,https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#CriticalInfrastructureManagement,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
CriticalInfrastructureManagement,class,https://w3id.org/dpv/sector/infra#CriticalInfrastructureManagement,Critical Infrastructure Management,Purposes associated with management of infrastructure considered essential or critical for functioning of society and economy as defined by a government or a legislation,https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#InfrastructureManagement,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
CriticalWasteManagement,class,https://w3id.org/dpv/sector/infra#CriticalWasteManagement,Critical Waste Management,Purposes associated with management of waste collection and management considered as part of critical infrastructure,https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#CriticalInfrastructureManagement,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
CriticalWaterManagement,class,https://w3id.org/dpv/sector/infra#CriticalWaterManagement,Critical Water Management,Purposes associated with management of critical water infrastructure and services,https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#CriticalInfrastructureManagement,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
InfrastructureManagement,class,https://w3id.org/dpv/sector/infra#InfrastructureManagement,Infrastructure Management,Purposes associated with management of infrastructure,https://w3id.org/dpv#Purpose,,https://w3id.org/dpv#Purpose,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
PublicTransportComplaintManagement,class,https://w3id.org/dpv/sector/infra#PublicTransportComplaintManagement,Public Transport Complaint Management,"Purposes associated with collection, resolution, and analysis of complaints in relation to use of public transport services",https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#PublicTransportManagement,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
PublicTransportDemandForecasting,class,https://w3id.org/dpv/sector/infra#PublicTransportDemandForecasting,Public Transport Demand Forecasting,Purposes associated with predicting demand in relation to public transport services,https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#PublicTransportResearchDevelopment,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
PublicTransportFraudManagement,class,https://w3id.org/dpv/sector/infra#PublicTransportFraudManagement,Public Transport Fraud Management,"Purposes associated with detection, resolution, and analysis of fraud in use of public transport services",https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#PublicTransportManagement;https://w3id.org/dpv#PublicBenefit,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
PublicTransportManagement,class,https://w3id.org/dpv/sector/infra#PublicTransportManagement,Public Transport Management,Purposes associated with management of public transport services,https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#TransportManagement;https://w3id.org/dpv#PublicBenefit,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
PublicTransportPassengerFlowAnalysis,class,https://w3id.org/dpv/sector/infra#PublicTransportPassengerFlowAnalysis,Public Transport Passenger Flow Analysis,"Purposes associated with analysis of passenger movements in relation to use of public transport services, such as for identifying which areas are most busy on specific days",https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#PublicTransportResearchDevelopment,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
PublicTransportPerformanceAnalysis,class,https://w3id.org/dpv/sector/infra#PublicTransportPerformanceAnalysis,Public Transport Performance Analysis,Purposes associated with analysis of performance and other characteristics  with the goal of identifying and making improvements related to public transport services,https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#PublicTransportResearchDevelopment,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
PublicTransportResearchDevelopment,class,https://w3id.org/dpv/sector/infra#PublicTransportResearchDevelopment,Public Transport Research Development,Purposes associated with research and development activities in relation to public transport services,https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#PublicTransportManagement;https://w3id.org/dpv#PublicBenefit;https://w3id.org/dpv#ResearchAndDevelopment,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
PublicTransportSafetyManagement,class,https://w3id.org/dpv/sector/infra#PublicTransportSafetyManagement,Public Transport Safety Management,"Purposes associated with management of safety in use of public transport services, such as through deployment of CCTV cameras in buses or on public transport premises",https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#PublicTransportManagement;https://w3id.org/dpv#PublicBenefit,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
PublicTransportServiceProvision,class,https://w3id.org/dpv/sector/infra#PublicTransportServiceProvision,Public Transport Service Provision,Purposes associated with provision of public transport services,https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#PublicTransportManagement,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
PublicTransportTicketManagement,class,https://w3id.org/dpv/sector/infra#PublicTransportTicketManagement,Public Transport Ticket Management,Purposes associated with management of ticketing and other forms of documentation enabling use of public transport services,https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#PublicTransportServiceProvision,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
RailTransportManagement,class,https://w3id.org/dpv/sector/infra#RailTransportManagement,Rail Transport Management,Purposes associated with management of rail transport infrastructure,https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#TransportManagement,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
RoadAccidentAnalysis,class,https://w3id.org/dpv/sector/infra#RoadAccidentAnalysis,Road Accident Analysis,Purposes associated with analysis of accidens with the goal of researching and developing improvements to road infrastructure,https://w3id.org/dpv#Purpose,,https://w3id.org/dpv/sector/infra#RoadResearchDevelopment,,2024-12-01,,sector-infra,https://w3id.org/dpv/sector/infra
